category,price,seller_id,seller_rating,reviews_count,product_rating,image_count,is_verified_seller,discount,shipping_days,Label
Electronics,829.7,S263,2.9,3726,3.8,4,FALSE,69,3,Genuine
Footwear,707.04,S349,2.2,3704,3.7,2,TRUE,6,2,Fake
Watches,378.27,S984,1.6,4278,1.3,4,TRUE,86,5,Fake
Electronics,635.11,S475,1.9,2564,1.6,4,TRUE,43,13,Genuine
Watches,573.19,S606,2.8,4510,1.8,1,TRUE,18,12,Genuine
Clothing,410.02,S305,1.2,3979,2.9,1,TRUE,81,2,Fake
Electronics,1323.53,S284,2,4450,2.2,5,FALSE,47,6,Fake
Watches,733.44,S670,1.5,3147,1.8,5,FALSE,36,5,Fake
Electronics,589.6,S847,2.5,3546,1.6,5,TRUE,85,14,Genuine
Watches,103.58,S456,1.3,3287,2.3,3,FALSE,25,8,Fake
Clothing,1181.12,S222,2.5,1929,3.2,4,FALSE,7,13,Fake
Home,518.24,S454,1.2,4892,1.8,3,FALSE,51,4,Fake
Home,287.42,S431,4.3,1585,4.9,2,FALSE,5,7,Fake
Clothing,1466,S157,1.5,319,3.5,1,FALSE,31,8,Fake
Watches,1242.67,S144,2,3558,4.3,4,FALSE,2,8,Genuine
Electronics,1345.81,S759,2.7,363,2.3,5,TRUE,8,10,Genuine
Home,1468.93,S374,3.5,4978,1.3,4,TRUE,46,10,Fake
Home,918.17,S674,4.5,3412,3.6,2,FALSE,43,15,Genuine
Footwear,933.76,S367,3.9,356,3.1,5,TRUE,55,7,Genuine
Watches,405.81,S696,3.6,3118,4.5,1,FALSE,72,4,Fake
Clothing,572.76,S398,2.3,1413,3.1,3,TRUE,24,3,Genuine
Watches,423.27,S934,2.5,4183,1.4,3,FALSE,53,15,Fake
Footwear,956.92,S519,3.2,2685,4.9,5,TRUE,46,7,Genuine
Electronics,1039.62,S701,2,782,2.8,5,TRUE,54,1,Genuine
Home,217.37,S550,4.4,3218,1.1,5,TRUE,18,5,Genuine
Home,109.72,S587,1.2,3356,3,5,FALSE,42,1,Genuine
Electronics,282.02,S215,3.7,3693,3.5,4,FALSE,82,8,Fake
Footwear,620.36,S129,1.3,2795,2.6,2,FALSE,55,7,Fake
Watches,526.76,S244,4.4,544,2.7,2,TRUE,22,7,Genuine
Footwear,1378.2,S932,3.1,2395,3,4,FALSE,66,6,Genuine
Clothing,1441.15,S175,3.4,4420,1.1,3,FALSE,48,4,Genuine
Home,1229.81,S863,3.6,1098,4.7,4,TRUE,78,2,Genuine
Footwear,167.36,S211,4.9,4997,1.2,3,FALSE,8,10,Genuine
Watches,568.85,S975,4.1,1723,1.4,2,FALSE,74,5,Fake
Watches,112.75,S623,1.6,2765,4.8,2,TRUE,75,11,Fake
Footwear,209.56,S730,1.9,536,2.2,2,TRUE,10,2,Fake
Footwear,1228.38,S695,3.8,69,2,5,TRUE,10,13,Genuine
Clothing,574.35,S136,2.3,1884,3.3,3,TRUE,90,3,Genuine
Footwear,1264.14,S178,4.7,4893,3.7,5,TRUE,68,8,Genuine
Home,310.78,S103,2.8,4685,4.6,3,FALSE,53,14,Genuine
Watches,16.74,S106,3.3,427,4.3,1,FALSE,7,15,Genuine
Home,303.68,S868,3.3,2225,1.2,1,FALSE,22,14,Genuine
Electronics,1166.54,S653,4.2,3803,2,2,TRUE,73,8,Genuine
Electronics,741.25,S175,3,4559,3.5,1,FALSE,53,15,Genuine
Electronics,644.27,S479,1.9,188,1.2,2,FALSE,87,15,Fake
Watches,687.35,S920,2.8,2601,1.9,5,FALSE,33,15,Fake
Electronics,150.04,S175,3.2,4837,3.1,3,TRUE,83,14,Genuine
Footwear,278.58,S347,1.2,204,4.5,3,TRUE,20,15,Genuine
Watches,941.16,S510,3.5,3339,4.3,1,TRUE,68,6,Genuine
Electronics,1248.14,S967,3.3,490,4.7,4,TRUE,56,9,Genuine
Watches,489.2,S784,4.6,3877,4.6,5,FALSE,42,8,Fake
Electronics,405.35,S768,1.9,3426,4.2,1,FALSE,49,8,Genuine
Clothing,231.47,S596,1.7,4828,4.2,1,FALSE,24,6,Genuine
Clothing,243.1,S220,3.8,608,3.7,1,TRUE,77,10,Genuine
Electronics,940.78,S703,3.1,2239,3.1,4,TRUE,27,11,Genuine
Electronics,1325.28,S632,1.1,3810,4.5,1,TRUE,75,2,Fake
Footwear,1263.66,S694,1.9,3897,3.4,5,FALSE,28,9,Genuine
Footwear,495.33,S382,4.4,4479,4.7,5,FALSE,49,3,Genuine
Electronics,293.81,S554,1.9,1610,2.9,3,FALSE,4,9,Fake
Electronics,1244.97,S826,1,3730,3,5,TRUE,27,13,Genuine
Clothing,105.07,S809,4.4,2480,2.6,3,FALSE,57,6,Genuine
Electronics,1336.68,S239,5,3505,4.8,5,FALSE,39,14,Genuine
Watches,672.27,S172,2.1,4877,4.9,2,FALSE,44,3,Genuine
Watches,312.09,S723,4.3,4648,2,4,FALSE,1,2,Genuine
Footwear,973.47,S938,4.7,4311,4.4,3,TRUE,56,13,Genuine
Footwear,1273.16,S273,4.5,1550,4.4,2,FALSE,3,14,Genuine
Clothing,1464.39,S852,3.3,598,1.5,5,FALSE,24,10,Fake
Footwear,169.51,S252,4.4,2022,3.3,1,FALSE,84,3,Genuine
Home,101.97,S682,2.2,995,2.8,4,FALSE,79,11,Genuine
Home,1391.07,S307,1.6,4638,2.5,1,TRUE,0,10,Genuine
Watches,1027.65,S281,4.5,523,1.3,4,TRUE,38,12,Genuine
Home,700.28,S246,3.4,3867,2.1,4,FALSE,77,4,Genuine
Watches,185.71,S884,3.9,3978,4.4,2,TRUE,82,10,Genuine
Clothing,909.52,S128,3.9,455,2.6,5,FALSE,50,5,Fake
Watches,458.55,S777,2.8,3170,1.8,3,FALSE,24,2,Fake
Clothing,439.61,S726,1.7,4600,2.5,3,FALSE,52,13,Genuine
Footwear,1499.58,S222,1.8,4394,1.4,3,FALSE,9,4,Fake
Clothing,1318.84,S777,3.9,280,3.8,4,TRUE,66,5,Genuine
Watches,59.98,S236,2.2,4330,4.7,1,TRUE,65,8,Genuine
Home,162.5,S599,4.7,181,3.2,3,TRUE,40,15,Genuine
Clothing,682.98,S208,1.3,1328,3,1,FALSE,81,12,Genuine
Watches,1278.43,S946,2,290,2.2,4,TRUE,20,14,Fake
Watches,967.62,S197,3.6,4763,4.2,4,TRUE,13,13,Genuine
Electronics,351.22,S530,2.6,4911,3.8,4,TRUE,74,8,Genuine
Watches,663.11,S168,2.5,3286,2.5,1,FALSE,8,7,Genuine
Clothing,999.4,S472,3.3,336,1.2,2,TRUE,14,13,Fake
Electronics,136.94,S462,1.5,3638,4.6,1,FALSE,19,8,Fake
Watches,312.99,S358,4.9,1226,3.2,3,TRUE,55,8,Genuine
Electronics,755.32,S386,1,2459,3.2,1,TRUE,2,7,Fake
Watches,1227.08,S997,2,103,1.4,3,FALSE,61,2,Genuine
Footwear,975.67,S722,4,1028,4,4,TRUE,18,11,Genuine
Home,330.19,S676,3.7,628,3.4,5,TRUE,53,9,Genuine
Footwear,185.2,S169,1.3,1094,3.8,4,TRUE,0,10,Genuine
Clothing,1070.57,S590,2.9,3092,3.6,3,TRUE,77,10,Genuine
Clothing,647.52,S741,3.5,1870,4.8,2,FALSE,39,3,Genuine
Watches,669.51,S128,1.3,1089,4.3,3,TRUE,62,11,Genuine
Footwear,431.12,S568,1.3,3326,1.6,4,FALSE,55,5,Fake
Footwear,657.04,S756,2.3,2055,5,1,TRUE,10,12,Fake
Watches,1368.25,S145,3.9,4063,1.6,3,FALSE,15,4,Genuine
Footwear,19.54,S706,1.2,2133,4.2,1,FALSE,70,2,Fake
Watches,1299.57,S952,4,10,4.8,4,TRUE,87,13,Genuine
Clothing,717.49,S122,2.3,2407,1.8,2,FALSE,1,3,Fake
Footwear,1416.78,S286,2.1,455,2.5,5,TRUE,57,14,Fake
Footwear,792.74,S968,3.8,1181,1.9,1,FALSE,81,13,Fake
Footwear,465.57,S858,1.1,3687,4.8,1,FALSE,67,7,Fake
Footwear,437.49,S123,3.5,4058,3.8,1,FALSE,83,14,Genuine
Electronics,504.66,S524,2,4734,2.5,2,TRUE,12,5,Genuine
Electronics,597.45,S270,4.4,505,4.4,2,FALSE,46,5,Genuine
Electronics,1498.68,S829,4.8,3491,1.2,2,TRUE,19,7,Genuine
Footwear,744.53,S710,3.5,3440,2.5,3,TRUE,35,15,Genuine
Electronics,1183.68,S773,1.3,2474,3.1,1,FALSE,46,12,Genuine
Home,163.98,S517,3.5,954,3.8,5,TRUE,87,7,Genuine
Footwear,420.14,S192,1.7,1422,3.9,4,FALSE,62,1,Genuine
Footwear,1391.06,S922,1.3,3170,3.3,1,TRUE,77,1,Fake
Home,766.18,S517,1.6,4265,4,2,FALSE,89,6,Fake
Electronics,284.22,S132,3.3,686,3.4,2,TRUE,19,6,Genuine
Home,351.46,S443,1.9,1103,3.9,3,TRUE,21,14,Genuine
Watches,1434.44,S146,2.7,2674,2.6,1,TRUE,90,3,Genuine
Footwear,112.25,S953,1.3,974,3.5,1,TRUE,45,1,Fake
Watches,1293.56,S443,2.5,2083,3.9,4,FALSE,85,15,Fake
Footwear,1340.77,S419,4.7,1117,4.5,5,FALSE,52,5,Genuine
Home,41.87,S982,3.5,2066,4.7,3,TRUE,48,1,Genuine
Electronics,1438.35,S951,2.2,3149,2.1,1,TRUE,62,3,Genuine
Home,167.19,S271,1.8,2481,2,5,FALSE,29,7,Fake
Electronics,916.41,S476,2.1,4461,2.4,5,FALSE,42,14,Fake
Clothing,526.55,S925,4.1,311,4.3,3,FALSE,17,9,Genuine
Footwear,1320.26,S918,1.6,266,3.8,5,TRUE,90,2,Fake
Home,275.23,S802,2,2674,3.9,4,TRUE,24,7,Fake
Electronics,1355.02,S107,1.8,2112,3.5,5,TRUE,15,13,Fake
Electronics,634.92,S729,4.7,3164,1.1,4,FALSE,87,6,Fake
Electronics,549.55,S438,2.5,1543,3.3,3,FALSE,53,5,Genuine
Home,1107.65,S954,2.3,4179,4.2,5,TRUE,74,6,Fake
Home,883.79,S710,3.5,500,2.4,1,TRUE,16,7,Genuine
Watches,1094.35,S448,3.9,448,1.9,3,TRUE,3,9,Genuine
Electronics,348.09,S968,4.8,2263,2.6,4,FALSE,85,10,Genuine
Home,1382.31,S556,3.9,3480,4.8,1,TRUE,65,1,Genuine
Home,21.44,S771,1.6,4614,3.5,4,FALSE,21,3,Fake
Home,533.41,S449,4.4,3670,1.1,2,FALSE,25,5,Genuine
Electronics,1212.52,S178,3.7,432,1.9,3,FALSE,80,1,Fake
Home,982.21,S763,4.2,4854,4.9,2,FALSE,36,8,Genuine
Watches,609.34,S671,4.8,1709,3.3,2,FALSE,26,7,Genuine
Clothing,1474.15,S181,4.9,2980,1.5,4,FALSE,12,11,Fake
Electronics,1424.55,S403,1.8,1863,4.3,1,FALSE,37,1,Genuine
Watches,644.34,S202,2.1,1153,2.5,5,TRUE,58,3,Fake
Clothing,379.1,S163,3.3,1211,4.6,2,FALSE,9,2,Genuine
Electronics,534.42,S296,2.7,4019,2,4,FALSE,20,13,Fake
Footwear,162.27,S811,4.2,4753,4.7,2,FALSE,76,15,Fake
Electronics,885.55,S140,2.9,3038,2.5,2,TRUE,3,13,Genuine
Home,648.31,S654,3.1,3519,1.8,5,FALSE,12,3,Fake
Watches,574.45,S560,2.2,2041,2.9,4,TRUE,77,7,Fake
Clothing,557.06,S313,3,2980,1.3,1,TRUE,14,3,Fake
Home,456.86,S235,4,4432,4.7,3,FALSE,35,1,Genuine
Watches,162.94,S360,2.7,1499,1.6,3,TRUE,17,8,Fake
Home,1462.55,S109,2.9,2251,1.3,1,FALSE,86,9,Fake
Home,767.29,S293,4.9,4129,4.5,3,TRUE,66,2,Genuine
Home,1359.83,S544,2.7,468,4.4,1,TRUE,74,9,Genuine
Clothing,817.58,S559,1.2,3850,1.6,3,TRUE,68,14,Fake
Watches,395.89,S142,1.2,2602,2,2,TRUE,85,3,Fake
Watches,878.83,S290,1.9,3622,1.7,3,FALSE,4,15,Genuine
Home,1348.14,S411,2.9,2293,4.8,5,FALSE,23,12,Genuine
Clothing,306.86,S584,2.9,2424,4.1,2,FALSE,56,2,Genuine
Home,369.54,S452,1.5,2943,4.6,4,TRUE,49,1,Fake
Clothing,1425.74,S463,2.4,4097,2.4,5,TRUE,81,9,Fake
Electronics,1397.21,S583,2.8,2064,2.1,5,FALSE,71,6,Fake
Home,194.27,S984,4.2,575,1.9,1,TRUE,18,12,Genuine
Electronics,165.99,S955,4.1,829,4.6,4,FALSE,17,6,Genuine
Home,318.3,S795,1.4,246,1.6,5,TRUE,27,2,Fake
Footwear,982.99,S197,1,452,4.6,3,FALSE,9,15,Fake
Footwear,444.66,S380,4.1,4555,4.5,1,FALSE,52,7,Genuine
Electronics,1273.98,S737,2,3096,1.6,2,TRUE,78,4,Fake
Watches,530.75,S681,3.7,3530,4.7,5,TRUE,1,6,Genuine
Home,549.67,S578,4.6,1231,2.5,5,TRUE,52,3,Genuine
Home,1304.54,S588,1.7,4964,1.5,2,TRUE,16,1,Fake
Watches,228.08,S236,2.4,274,2.9,1,TRUE,4,1,Genuine
Footwear,718.63,S631,3,1067,1.6,2,FALSE,65,6,Genuine
Clothing,747.48,S998,2.3,3856,3,4,TRUE,34,1,Genuine
Clothing,599.95,S590,5,3311,2.8,1,TRUE,61,15,Genuine
Clothing,852.84,S514,4.7,1159,3.2,1,TRUE,52,8,Genuine
Home,869,S800,2.6,3024,4.3,1,TRUE,24,6,Genuine
Clothing,303.49,S730,2.1,3776,4.7,5,TRUE,39,1,Genuine
Watches,940.42,S792,1.9,2559,2.2,3,FALSE,62,8,Genuine
Footwear,859.42,S679,2.1,4106,3.1,4,TRUE,69,10,Genuine
Home,883.34,S297,1.7,3595,3.4,3,FALSE,67,13,Genuine
Watches,1426.82,S463,4.8,2749,4.3,2,TRUE,80,3,Genuine
Footwear,216.5,S428,1.1,225,4,2,TRUE,69,10,Genuine
Watches,1451.74,S587,4.5,415,3.6,4,FALSE,7,4,Genuine
Clothing,1326.2,S216,4.4,2774,4.5,5,TRUE,80,7,Genuine
Clothing,197.13,S944,2.4,3515,2.9,3,TRUE,80,7,Fake
Home,801.02,S340,2,1125,3.9,1,FALSE,40,1,Fake
Electronics,447.37,S575,4.9,533,3.1,5,TRUE,86,11,Genuine
Home,117.27,S338,1.3,997,4.5,3,TRUE,72,7,Fake
Clothing,675.64,S500,4.2,4491,3.9,2,FALSE,37,7,Genuine
Electronics,827.27,S875,1.4,3698,2.8,5,FALSE,79,2,Fake
Footwear,1432.42,S725,3.2,1069,1.9,5,TRUE,52,12,Fake
Electronics,941.11,S391,4.8,974,3.1,3,FALSE,16,4,Genuine
Clothing,1264.06,S790,1.9,3288,3,5,TRUE,4,4,Genuine
Footwear,1303.33,S856,3.6,2082,1.5,5,FALSE,11,4,Fake
Footwear,557.03,S713,1.1,65,1.8,5,TRUE,81,1,Genuine
Watches,1281.72,S301,3.3,1076,4.3,2,FALSE,30,13,Genuine
Clothing,750.06,S976,4,4071,1.3,4,FALSE,18,12,Genuine
Watches,228.29,S461,3.6,4001,3.4,5,TRUE,88,3,Genuine
Electronics,1469.12,S945,1.8,4418,3.9,5,TRUE,86,13,Genuine
Watches,1340.94,S181,4.9,2391,4.6,2,TRUE,44,4,Genuine
Home,1214.25,S156,1.6,3381,1.3,4,TRUE,21,14,Fake
Home,382.34,S235,1.9,3056,2,2,TRUE,85,11,Fake
Watches,780.16,S497,1.7,915,3.9,2,FALSE,53,6,Genuine
Footwear,1248.73,S589,2.7,553,3.8,1,FALSE,27,14,Genuine
Clothing,432.87,S184,4.6,3090,3.6,1,FALSE,8,1,Genuine
Watches,489.2,S615,1.7,203,3.7,3,TRUE,88,3,Genuine
Footwear,195.4,S199,4.9,2517,4.3,3,TRUE,59,1,Genuine
Clothing,1006.04,S722,4.2,1921,4.2,2,TRUE,21,13,Genuine
Clothing,1462.43,S550,4.4,4895,3.2,3,TRUE,38,3,Genuine
Electronics,99.41,S296,4.2,2595,3,1,TRUE,15,6,Genuine
Footwear,403.5,S690,3.5,11,4.5,5,FALSE,15,4,Fake
Electronics,146.65,S669,3.1,218,2.2,1,TRUE,89,3,Genuine
Electronics,583.67,S151,3.4,37,2.7,1,TRUE,90,13,Genuine
Home,712.72,S528,4.4,4867,2.9,5,TRUE,24,5,Genuine
Clothing,659.28,S338,3.9,1762,3.8,3,TRUE,46,6,Genuine
Home,817.32,S550,2.2,3994,1.3,4,TRUE,40,6,Fake
Home,1038.95,S358,1.9,1237,3.9,4,FALSE,29,2,Genuine
Electronics,1381.34,S709,3.5,15,3.3,2,TRUE,49,4,Genuine
Electronics,233.08,S261,1.1,2316,3,3,TRUE,14,13,Genuine
Clothing,681.23,S312,3.2,415,1.3,5,FALSE,30,12,Fake
Clothing,1185.83,S200,2.4,1330,2.4,5,FALSE,60,15,Fake
Home,292.99,S873,2.6,3650,4.1,5,TRUE,69,13,Genuine
Footwear,383.07,S568,2,2368,1.9,5,TRUE,87,9,Fake
Watches,421.46,S733,4.9,4224,4.5,4,FALSE,43,11,Genuine
Home,100.55,S437,3.9,2349,4.7,2,FALSE,5,10,Genuine
Footwear,718.67,S998,3.6,1283,1.1,1,FALSE,88,4,Fake
Home,1083.61,S710,1.2,4720,2.7,2,FALSE,31,14,Fake
Electronics,813.75,S600,2.7,648,1.7,5,FALSE,83,5,Genuine
Electronics,338.87,S102,4.9,882,1.6,4,TRUE,56,4,Genuine
Watches,86.97,S519,3.6,1239,3,3,FALSE,58,15,Fake
Home,1432.85,S539,2.9,2987,1.1,1,FALSE,18,4,Genuine
Footwear,658.15,S455,3.7,2986,2.3,4,FALSE,56,7,Genuine
Home,175.22,S958,4.4,63,1.1,3,FALSE,41,11,Fake
Clothing,1126.92,S358,1.1,2278,1.8,5,TRUE,67,8,Fake
Watches,718.36,S470,3.4,1758,1.9,5,TRUE,36,3,Fake
Footwear,835.69,S232,2,1232,3.2,1,TRUE,60,2,Fake
Clothing,792.39,S177,3.8,1000,3.2,5,TRUE,69,4,Genuine
Footwear,294.51,S742,2.3,4089,3.8,1,TRUE,71,5,Fake
Clothing,401.67,S163,4.5,4527,4.5,4,TRUE,32,14,Genuine
Electronics,305.79,S216,3.2,3779,1.9,2,TRUE,41,2,Genuine
Footwear,926.93,S243,1.8,2018,2.2,1,FALSE,72,13,Fake
Clothing,1100.43,S657,1.9,1610,1.8,5,FALSE,26,11,Fake
Footwear,97.91,S952,4.6,1323,3.5,5,FALSE,72,12,Genuine
Footwear,809.02,S431,4.8,2738,1.3,3,FALSE,62,5,Fake
Clothing,699.28,S153,1.1,1963,2.6,4,TRUE,35,13,Genuine
Electronics,1253.72,S643,4.7,367,4.9,5,TRUE,77,3,Genuine
Footwear,638.78,S300,3.5,3730,3,5,TRUE,65,1,Genuine
Watches,179.07,S960,1,3716,2.7,1,FALSE,75,2,Fake
Electronics,896.25,S579,1.1,2717,2.8,4,TRUE,12,1,Genuine
Clothing,1117.87,S333,4.8,1360,4.3,2,FALSE,47,8,Genuine
Electronics,23.79,S252,1.5,607,1.5,5,FALSE,78,11,Fake
Electronics,613.18,S985,1.1,3868,1.1,3,TRUE,88,13,Fake
Watches,1154.92,S190,4.7,4566,2.4,5,FALSE,44,12,Genuine
Watches,1448.46,S776,1.3,317,4.9,3,TRUE,39,1,Fake
Footwear,1264.11,S683,1.7,1737,1.2,5,TRUE,6,8,Genuine
Home,412.72,S515,2.4,1838,3.4,1,FALSE,85,3,Fake
Footwear,1269.93,S849,1.9,3075,1.5,5,TRUE,56,14,Fake
Electronics,726.49,S424,1.7,1139,2.8,4,TRUE,17,15,Genuine
Home,176.36,S579,1.4,4604,1.3,5,TRUE,43,9,Fake
Watches,151.16,S896,2.4,2441,3.6,3,TRUE,24,6,Genuine
Home,555.99,S282,1.3,954,4.7,2,FALSE,60,10,Genuine
Electronics,1443.09,S403,1.1,2693,2.8,5,FALSE,77,9,Fake
Electronics,265.39,S596,3.8,690,1.4,4,FALSE,55,6,Fake
Electronics,560.54,S947,1.9,1470,3.6,1,TRUE,54,9,Genuine
Footwear,291.17,S151,2.2,181,3.6,2,TRUE,35,8,Genuine
Electronics,243.21,S403,3,2590,1.2,1,TRUE,51,8,Fake
Footwear,845.32,S342,1.6,437,4.4,5,FALSE,88,9,Fake
Watches,225.79,S683,1.9,3139,3.4,3,FALSE,39,4,Fake
Clothing,182.95,S237,1.1,4008,2.7,3,TRUE,80,6,Fake
Watches,1147,S239,1.1,4872,1.7,5,FALSE,78,4,Fake
Clothing,859.71,S632,1.1,2172,1.6,5,TRUE,15,8,Fake
Electronics,721.98,S384,2.8,2849,1.1,1,FALSE,80,13,Genuine
Home,542.95,S295,2.7,2548,3.9,5,FALSE,71,1,Fake
Electronics,323.35,S121,4.8,4342,3.6,1,FALSE,7,11,Genuine
Watches,1443.17,S440,2.2,2366,4.6,5,FALSE,1,4,Genuine
Clothing,1375.99,S687,1.8,2515,4.5,5,TRUE,66,11,Fake
Clothing,1157.52,S117,3.9,2334,2.7,1,FALSE,29,14,Genuine
Clothing,260.25,S475,4.1,1889,4.2,3,TRUE,77,15,Genuine
Watches,222.52,S458,1.5,1998,3,3,FALSE,60,5,Genuine
Clothing,903.13,S433,4.2,2898,2.3,5,TRUE,46,1,Genuine
Footwear,117.15,S911,3.3,247,5,4,FALSE,32,4,Fake
Watches,206.92,S890,1,1120,4.7,1,TRUE,30,11,Genuine
Electronics,242.59,S934,3.6,1130,3.1,5,FALSE,7,11,Fake
Watches,96.26,S460,1.6,3469,4.4,1,TRUE,67,5,Fake
Electronics,1143.93,S774,3.8,3882,3.7,4,FALSE,24,15,Fake
Home,295.62,S755,2.9,1683,4.7,3,TRUE,14,8,Genuine
Watches,1289.02,S627,3.9,158,4.3,3,TRUE,50,10,Genuine
Footwear,1109.61,S667,4.6,4384,2.7,1,TRUE,66,1,Genuine
Home,1364.99,S406,2.3,1072,3.9,3,TRUE,63,14,Fake
Electronics,1394.69,S134,1.7,1642,1.9,4,TRUE,71,7,Fake
Electronics,594.25,S718,1.5,3862,3.6,2,TRUE,86,12,Fake
Clothing,987.28,S695,1.1,1997,2.7,3,FALSE,9,7,Fake
Home,230.07,S766,1.9,4921,1.1,1,TRUE,69,6,Genuine
Footwear,568.56,S596,4,2346,3.1,1,TRUE,71,2,Genuine
Watches,730.66,S374,2.9,4923,4.5,1,FALSE,78,3,Fake
Home,312.28,S595,2,1199,1.8,3,FALSE,51,3,Genuine
Electronics,258.25,S516,4.3,4942,2,5,FALSE,64,13,Fake
Electronics,658.74,S478,1.9,2933,4.7,2,FALSE,86,9,Fake
Clothing,388.9,S846,2.2,469,3.4,2,FALSE,18,7,Genuine
Home,619.79,S997,4.7,2086,2.2,2,TRUE,32,2,Genuine
Footwear,512.56,S986,4.8,4340,3.4,1,TRUE,76,4,Genuine
Watches,831.37,S611,2.3,3555,2.6,5,TRUE,62,4,Fake
Watches,44.73,S207,2.8,181,2.6,3,FALSE,4,3,Genuine
Watches,208.95,S178,2,3376,3.7,2,TRUE,19,1,Genuine
Watches,1484.35,S687,2.7,3233,4,3,TRUE,88,4,Genuine
Footwear,700.68,S977,2.8,3114,4,2,FALSE,90,12,Genuine
Watches,675.22,S537,1.5,42,4.4,3,FALSE,63,13,Fake
Footwear,386.32,S456,4.7,249,2.6,5,TRUE,44,14,Genuine
Home,139.41,S776,2.5,2812,4.9,2,TRUE,58,11,Genuine
Clothing,224.23,S797,3.2,2181,2.7,4,TRUE,25,9,Genuine
Footwear,234.94,S574,3.2,1284,3.7,4,TRUE,86,14,Genuine
Electronics,482.18,S134,1.8,4961,2.8,3,TRUE,38,14,Fake
Electronics,120.27,S695,1.1,4044,4.8,2,FALSE,69,6,Fake
Clothing,1398.68,S757,4.8,3802,2.7,1,FALSE,43,9,Genuine
Home,1154.67,S619,4.5,79,1,1,TRUE,7,6,Genuine
Electronics,404.14,S782,4.6,3466,3.9,4,FALSE,89,13,Fake
Home,1143.1,S490,2.2,1651,2,2,FALSE,29,4,Fake
Watches,662.53,S125,4.9,706,1.2,4,FALSE,24,11,Fake
Clothing,620.09,S181,2.1,2529,1.4,4,FALSE,61,14,Fake
Home,30.64,S568,4,467,3.5,2,FALSE,20,15,Genuine
Clothing,1431.96,S643,2.8,2935,2.4,4,FALSE,7,1,Fake
Footwear,694.75,S939,4.9,1087,4.1,5,TRUE,71,8,Fake
Footwear,1392.06,S223,2.6,4414,2.7,1,TRUE,1,9,Genuine
Electronics,298.93,S870,4.7,1130,4.5,4,TRUE,5,13,Genuine
Watches,768.13,S517,1.8,4569,4.8,3,TRUE,76,7,Fake
Home,1218.55,S929,3.4,2153,2.8,4,TRUE,46,8,Genuine
Clothing,997.29,S164,4.1,1620,3.3,4,FALSE,90,9,Genuine
Footwear,798.01,S337,1.8,3073,1.5,3,TRUE,77,6,Fake
Home,359.78,S656,3.6,1470,2.9,4,FALSE,52,9,Genuine
Home,1331.12,S565,3.8,3810,3.8,5,FALSE,49,9,Genuine
Electronics,490.32,S804,3.4,3342,2.7,2,TRUE,48,14,Genuine
Footwear,719.22,S937,2.5,2203,5,5,TRUE,15,1,Genuine
Electronics,763.44,S919,4.7,3073,4.7,1,TRUE,20,3,Genuine
Electronics,806.37,S429,3.3,2646,3.5,5,TRUE,89,9,Genuine
Clothing,1286.34,S843,4.9,2001,4.8,5,TRUE,56,7,Genuine
Electronics,1068.07,S566,1.1,1189,2.5,1,TRUE,85,8,Genuine
Home,1308.64,S200,1.4,4413,3.8,1,FALSE,55,12,Fake
Watches,918.08,S842,1.7,1134,3.9,4,FALSE,88,15,Fake
Footwear,1084.89,S148,1.3,4610,5,4,TRUE,15,2,Fake
Clothing,1268.59,S245,4.5,1385,1.7,4,TRUE,8,8,Fake
Electronics,895.26,S328,5,4658,1.5,4,TRUE,28,5,Genuine
Electronics,1070.71,S651,2.6,2623,2.2,5,TRUE,31,13,Fake
Watches,394.09,S695,3.9,3478,4.9,4,TRUE,75,1,Genuine
Watches,206.08,S494,2.7,1727,3,5,TRUE,22,3,Genuine
Electronics,285.99,S327,3.6,451,3.5,4,TRUE,79,13,Genuine
Clothing,435.87,S569,3.7,2039,2.6,2,TRUE,75,4,Genuine
Electronics,890.64,S451,5,2291,3.7,5,FALSE,44,14,Fake
Footwear,369.4,S642,3.7,4594,3.3,2,FALSE,2,13,Genuine
Watches,1070.08,S330,1.6,1803,2.8,1,TRUE,30,2,Fake
Watches,444.49,S332,3.4,684,2.3,2,TRUE,73,15,Fake
Clothing,1041.36,S932,3.7,2955,1.2,5,TRUE,15,3,Genuine
Electronics,469.42,S905,3.1,1818,3.5,3,FALSE,76,14,Genuine
Clothing,1149.49,S496,2.9,4713,3.4,2,FALSE,52,9,Genuine
Watches,582.06,S505,1.3,919,3.7,4,FALSE,60,3,Genuine
Watches,325.59,S969,1.2,3556,3.2,4,FALSE,19,8,Genuine
Footwear,826.61,S498,3.2,3983,3.8,4,TRUE,38,11,Genuine
Electronics,1354.46,S116,3.9,4181,3.5,2,TRUE,50,15,Genuine
Home,1326.92,S975,4.1,4082,3.3,5,FALSE,31,12,Genuine
Electronics,622.06,S614,1.1,3739,1.9,3,TRUE,50,8,Fake
Watches,1322.97,S736,4.6,4416,4.7,3,TRUE,83,15,Fake
Clothing,186.51,S932,1.1,2201,3.5,1,FALSE,13,1,Genuine
Electronics,1080.6,S449,1,4568,4,2,FALSE,34,14,Fake
Watches,632.32,S566,2.4,1064,4.4,3,TRUE,42,14,Fake
Footwear,1099.42,S340,3.3,2129,1.7,4,FALSE,19,11,Fake
Home,940.2,S695,3.8,4028,4,4,FALSE,11,10,Genuine
Watches,574.21,S861,1.4,3243,1.1,2,TRUE,82,9,Fake
